student_id,class_id
s_202105134,112201B
s_202105135,113101A
s_202105136,113103A
s_202105137,113103A
s_202105138,112101B
s_202105139,113203A
s_202105141,113101A
s_202105142,112202C
s_202105143,111203C
s_202105144,113102B
s_202105145,113203C
s_202105147,113102A
s_202105148,113203C
s_202105149,111103A
s_202105151,112102C
s_202105152,111102B
s_202105153,112201C
s_202105154,113202A
s_202105155,113203C
s_202105156,112102B
s_202105158,112101C
s_202105159,113201A
s_202105161,112103A
s_202105162,113101B
s_202105163,112101A
s_202105164,113103A
s_202105165,113103A
s_202105166,113203C
s_202105167,111201A
s_202105168,113101A
s_202105169,111102C
s_202105170,111101A
s_202105171,113201C
s_202105172,113102A
s_202105174,113203A
s_202105175,113101A
s_202105176,111101B
s_202105177,113201A
s_202105178,113101C
s_202105179,112101A
s_202105181,111202C
s_202105182,113203C
s_202105183,112203C
s_202105184,112101B
s_202105185,111103C
s_202105186,113202C
s_202105187,111203C
s_202105188,111201C
s_202105189,113102B
s_202105190,113101A
s_202105191,113101B
s_202105192,113201C
s_202105193,111101C
s_202105194,111202C
s_202105196,112103C
s_202105197,113203C
s_202105198,113201B
s_202105199,113101C
s_202105200,113101C
s_202105201,112201A
s_202105202,112201C
s_202105203,111202C
s_202105204,111101A
s_202105205,111202A
s_202105206,112203A
s_202105208,112202A
s_202105209,112202C
s_202105210,111101A
s_202105211,113202B
s_202105212,112103A
s_202105213,111203A
s_202105214,111203A
s_202105216,113202A
s_202105217,111203A
s_202105218,113202A
s_202105219,112103A
s_202105220,112103A
s_202105221,112201B
s_202105222,112201C
s_202105223,113101B
s_202105224,112101C
s_202105225,111101B
s_202105227,112203A
s_202105228,112103C
s_202105229,113103C
s_202105230,112203A
s_202105231,112101C
s_202105232,111201B
s_202105233,113101C
s_202105234,112102B
s_202105235,111202B
s_202105236,113203A
s_202105237,113102C
s_202105238,111202B
s_202105239,112201B
s_202105240,111102B
s_202105241,111103A
s_202105243,111201C
s_202105244,111203C
s_202105245,111201B
s_202105246,113102B
s_202105247,113103C
s_202105248,113201C
s_202105249,112103A
s_202105250,113101B
s_202105251,113201B
s_202105252,113103C
s_202105253,113203C
s_202105254,113202A
s_202105255,113101C
s_202105256,113201A
s_202105257,111203C
s_202105258,113201A
s_202105260,111101C
s_202105261,112101C
s_202105262,113101A
s_202105263,112101A
s_202105264,112202B
s_202105265,113202B
s_202105266,113203A
s_202105268,112202C
s_202105269,113202B
s_202105270,112203A
s_202105271,112102A
s_202105272,113101A
s_202105273,112103C
s_202105274,111103C
s_202105275,113101B
s_202105276,113201A
s_202105277,111102A
s_202105278,111202C
s_202105279,112102A
s_202105280,113202C
s_202105281,113102B
s_202105282,112203C
s_202105283,112101B
s_202105284,113102B
s_202105285,112101C
s_202105286,112202C
s_202105287,111202C
s_202105288,112201C
s_202105289,112203A
s_202105290,112102A
s_202105291,111101B
s_202105292,112102B
s_202105293,111103A
s_202105295,113101A
s_202105296,113203C
s_202105297,111202C
s_202105298,113202B
s_202105299,113201B
s_202105300,113201A
s_202105301,113101C
s_202105303,112202C
s_202105304,112201B
s_202105305,111103A
s_202105306,111103A
s_202105307,112202A
s_202105308,112201B
s_202105309,111203C
s_202105310,113203A
s_202105311,111201A
s_202105312,111203C
s_202105313,113101A
s_202105314,113102C
s_202105315,113101A
s_202105316,111103A
s_202105317,111202B
s_202105318,112102B
s_202105319,113103A
s_202105320,112102A
s_202105321,111203C
s_202105322,111203A
s_202105323,112201C
s_202105324,111203C
s_202105325,113201C
s_202105326,112201B
s_202105327,112103C
s_202105328,113203A
s_202105329,112203C
s_202105331,113201B
s_202105332,113101C
s_202105333,113103A
s_202105334,112202A
s_202105335,112103A
s_202105336,112103A
s_202105338,113103C
s_202105339,111201A
s_202105340,113203A
s_202105341,113103A
s_202105342,111203C
s_202105343,112102C
s_202105344,112201B
s_202105346,111101B
s_202105347,112102B
s_202105348,112203C
s_202105349,113103A
s_202105350,112101C
s_202105351,112201A
s_202105352,112102A
s_202105353,113102C
s_202105354,112202C
s_202105355,113102A
s_202105356,113203A
s_202105357,111103C
s_202105359,112101A
s_202105360,112102A
s_202105361,112102B
s_202105363,111103C
s_202105364,111202A
s_202105365,113202C
s_202105366,113201B
s_202105367,113202C
s_202105368,113203C
s_202105369,112103C
s_202105370,113201A
s_202105371,112202C
s_202105373,113101A
s_202105374,113201B
s_202105375,111103C
s_202105376,112101B
s_202105377,112103C
s_202105378,111103C
s_202105380,112203C
s_202105381,112202C
s_202105382,113203A
s_202105383,111101C
s_202105384,111202A
s_202105385,113101C
s_202105386,111101C
s_202105388,112203A
s_202105389,112102C
s_202105391,113202B
s_202105392,112201A
s_202105393,111102A
s_202105394,113101B
s_202105395,111201C
s_202105396,113101B
s_202105397,112102C
s_202105398,111203C
s_202105399,113203C
s_202105400,113203C
s_202105401,111201A
s_202105402,112102B
s_202105404,111102B
s_202105405,112102B
s_202105406,113202B
s_202105408,112203C
s_202105409,113201C
s_202105411,112203C
s_202105412,111202B
s_202105413,111202A
s_202105414,113201B
s_202105415,111203A
s_202105416,113101A
s_202105417,111101B
s_202105418,113201A
s_202105420,111102A
s_202105421,113203C
s_202105422,112203A
s_202105423,111102B
s_202105424,113103A
s_202105425,113201A
s_202105426,112203C
s_202105427,112103A
s_202105428,111203A
s_202105431,111103A
s_202105432,112103C
s_202105433,112101B
s_202105434,113202A
s_202105436,113201A
s_202105437,112103A
s_202105438,113201B
s_202105439,111203A
s_202105440,111201A
s_202105441,111203C
s_202105442,111201C
s_202105443,112101A
s_202105444,112102C
s_202105445,112101C
s_202105446,112102B
s_202105447,111202B
s_202105448,111101C
s_202105449,111202A
s_202105450,112202A
s_202105451,113202B
s_202105452,112201B
s_202105453,112103A
s_202105454,112202B
s_202105455,113102C
s_202105456,113201C
s_202105457,113202C
s_202105458,113202A
s_202105459,112102B
s_202105460,112202A
s_202105461,113102B
s_202105463,111203A
s_202105464,111201A
s_202105465,112202A
s_202105467,113103C
s_202105468,113203A
s_202105470,111101C
s_202105471,113102A
s_202105472,111103C
s_202105473,111201A
s_202105474,111202A
s_202105475,112201B
s_202105476,111102C
s_202105477,112102B
s_202105478,111201A
s_202105479,111203A
s_202105480,113101A
s_202105481,111102C
s_202105482,111103C
s_202105483,113101C
s_202105484,111101B
s_202105485,113202A
s_202105487,112201C
s_202105488,113101B
s_202105489,112102B
s_202105490,112102C
s_202105491,111202A
s_202105492,113101A
s_202105493,112201A
s_202105494,113102B
s_202105495,113101B
s_202105496,111203A
s_202105497,112101A
s_202105498,111103C
s_202105499,112201A
s_202105501,112202C
s_202105502,112201C
s_202105503,112103C
s_202105504,113102A
s_202105505,112103C
s_202105506,111103C
s_202105508,111203C
s_202105509,113102B
s_202105510,113201A
s_202105511,111102B
s_202105512,111202B
s_202105513,113202A
s_202105514,111101C
s_202105515,113103A
s_202105516,112203C
s_202105517,111102B
s_202105518,113102B
s_202105519,112101A
s_202105520,111202B
s_202105521,111203C
s_202105522,113103C
s_202105523,111102A
s_202105524,111103A
s_202105525,112103C
s_202105526,112201A
s_202105527,113103C
s_202105528,112103A
s_202105529,113202A
s_202105530,113102C
s_202105531,113101A
s_202105532,113103A
s_202105533,113101C
s_202105534,111101A
s_202105535,112203A
s_202105537,113201A
s_202105538,111203A
s_202105539,113102B
s_202105540,111103A
s_202105541,112203A
s_202105542,113202A
s_202105543,113202A
s_202105544,111101A
s_202105545,112201B
s_202105546,111101B
s_202105547,111202C
s_202105548,112201B
s_202105549,111202A
s_202105551,112102C
s_202105553,112103C
s_202105554,111102A
s_202105555,112103C
s_202105556,112101A
s_202105558,113101A
s_202105559,113102C
s_202105560,111102C
s_202105561,112101A
s_202105562,111101C
s_202105563,113102B
s_202105564,113203A
s_202105565,111101A
s_202105566,112103A
s_202105567,112103A
s_202105568,111102C
s_202105569,112202A
s_202105570,113102B
s_202105572,112203C
s_202105573,111202A
s_202105574,111201C
s_202105575,112103C
s_202105576,111203C
s_202105577,113101B
s_202105579,111101C
s_202105580,112101A
s_202105581,111202B
s_202105582,113103A
s_202105583,112201A
s_202105584,112103C
s_202105585,112203C
s_202105586,111101C
s_202105587,111203C
s_202105588,113102A
s_202105589,112102A
s_202105591,111103C
s_202105592,112201B
s_202105593,111203A
s_202105594,112203C
s_202105595,113203C
s_202105596,112201B
s_202105599,112201C
s_202105600,113103A
s_202105602,111102C
s_202105603,111201C
s_202105604,112202C
s_202105605,113101A
s_202105606,112202B
s_202105607,112203C
s_202105608,111103A
s_202105609,113203A
s_202105610,112103C
s_202105611,111101A
s_202105612,112103A
s_202105613,113203A
s_202105614,113101A
s_202105615,111103A
s_202105616,113103A
s_202105617,113101B
s_202105618,111203A
s_202105619,113103A
s_202105620,113202C
s_202105622,111203C
s_202105623,113202C
s_202105624,113203A
s_202105625,112203A
s_202105626,112102B
s_202105627,111202B
s_202105628,113201B
s_202105629,113201B
s_202105630,113201C
s_202105631,113201A
s_202105632,112202C
s_202105633,113102B
s_202105636,111103A
s_202105637,113201C
s_202105638,111103C
s_202105639,112103C
s_202105640,111203C
s_202105641,111102A
s_202105642,111101B
s_202105643,113103C
s_202105644,111201B
s_202105645,111203C
s_202105646,111101B
s_202105647,111101A
s_202105648,113201A
s_202105649,113101B
s_202105651,112103C
s_202105652,111102A
s_202105653,111102A
s_202105654,111202B
s_202105655,111203C
s_202105656,113102C
s_202105658,111202A
s_202105659,113202A
s_202105660,113102C
s_202105661,111202C
s_202105662,113103C
s_202105663,111103C
s_202105664,112103C
s_202105665,113102C
s_202105666,111101B
s_202105667,111101A
s_202105669,111201C
s_202105670,113202A
s_202105672,113102B
s_202105673,113101B
s_202105674,111102C
s_202105675,112203A
s_202105676,111202B
s_202105677,113103C
s_202105678,111202B
s_202105679,113201A
s_202105680,111201C
s_202105681,111202B
s_202105682,112102A
s_202105683,111101C
s_202105684,111101A
s_202105685,112201C
s_202105686,113203C
s_202105687,113203C
s_202105688,112102A
s_202105689,113203A
s_202105690,113103A
s_202105691,112103C
s_202105692,111201C
s_202105693,111103C
s_202105694,113103C
s_202105695,112202C
s_202105696,113101C
s_202105697,113201A
s_202105698,112203C
s_202105699,112202C
s_202105700,111202C
s_202105701,111201B
s_202105702,112103A
s_202105703,111103A
s_202105704,113201B
s_202105705,111201A
s_202105706,111101C
s_202105707,113103A
s_202105708,112103C
s_202105709,113203C
s_202105710,111101B
s_202105711,111202C
s_202105713,113101C
s_202105715,112103C
s_202105716,111101A
s_202105717,113201C
s_202105718,113103C
s_202105720,112103A
s_202105721,112103A
s_202105722,112201A
s_202105724,111102B
s_202105725,113102A
s_202105726,112102C
s_202105727,113102A
s_202105728,111103A
s_202105729,111203A
s_202105730,111203C
s_202105731,113203A
s_202105732,113202C
s_202105733,111103C
s_202105734,111201B
s_202105735,112202B
s_202105736,111103C
s_202105737,113102A
s_202105739,112103A
s_202105741,112203C
s_202105742,112201B
s_202105743,112102C
s_202105745,111101C
s_202105746,112102C
s_202105747,111202C
s_202105748,111102C
s_202105749,113201A
s_202105750,113203A
s_202105751,112101B
s_202105752,111102A
s_202105753,113202B
s_202105754,112201C
s_202105755,112102A
s_202105756,111103C
s_202105757,112201C
s_202105758,113101C
s_202105759,113203C
s_202105760,112103C
s_202105761,112101C
s_202105762,113203A
s_202105763,111201A
s_202105764,112201B
s_202105765,112203C
s_202105766,112201C
s_202105767,111102B
s_202105769,112102A
s_202105770,111103C
s_202105771,111103A
s_202105772,112103A
s_202105773,112101C
s_202105774,111101B
s_202105775,112203A
s_202105776,112103A
s_202105777,111101B
s_202105778,111103A
s_202105779,113103A
s_202105780,113203C
s_202105781,111101A
s_202105782,113101A
s_202105783,111103A
s_202105784,113201A
s_202105785,111102A
s_202105786,111203C
s_202105787,112201C
s_202105789,111102A
s_202105790,112203C
s_202105791,113201A
s_202105792,112101B
s_202105793,113201A
s_202105795,113201A
s_202105796,113103C
s_202105797,113103C
s_202105798,113101A
s_202105799,112103C
s_202105800,113102B
s_202105801,113202B
s_202105802,112101A
s_202105803,111203C
s_202105804,113101C
s_202105805,113101C
s_202105806,113102C
s_202105807,112201B
s_202105808,113103C
s_202105809,111102B
s_202105811,112202C
s_202105812,112201A
s_202105813,111202B
s_202105814,111203A
s_202105816,113101C
s_202105817,113202A
s_202105818,112103C
s_202105819,113201B
s_202105820,113101A
s_202105821,113102C
s_202105822,112202B
s_202105823,111201C
s_202105824,112202B
s_202105825,113203A
s_202105826,112103C
s_202105827,112203C
s_202105828,113201A
s_202105829,112101C
s_202105830,113203C
s_202105831,111202A
s_202105832,112102B
s_202105834,113202C
s_202105835,113203C
s_202105836,111103A
s_202105837,112102B
s_202105838,112103A
s_202105839,111203C
s_202105840,111202C
s_202105841,112102C
s_202105842,112101C
s_202105843,112101B
s_202105844,111201B
s_202105845,112101A
s_202105846,111202A
s_202105847,112101B
s_202105848,111202A
s_202105849,111203A
s_202105850,113101A
s_202105851,111101A
s_202105852,111102A
s_202105853,113102A
s_202105854,113103C
s_202105856,111202C
s_202105857,111101A
s_202105858,111102A
s_202105859,112101C
s_202105860,113203C
s_202105861,112203C
s_202105862,111103A
s_202105863,111103C
s_202105864,111202A
s_202105865,112101B
s_202105868,111101A
s_202105869,113103C
s_202105870,113201C
s_202105871,111201B
s_202105872,112101C
s_202105873,112101C
s_202105874,111103A
s_202105875,111101C
s_202105876,113103C
s_202105878,112101B
s_202105879,113103C
s_202105880,111201B
s_202105881,112101A
s_202105882,113202B
s_202105883,113101A
s_202105885,113102B
s_202105886,113203A
s_202105887,112101B
s_202105888,111203A
s_202105889,113202C
s_202105890,111201B
s_202105892,113103A
s_202105893,112102A
s_202105894,113103C
s_202105896,111202B
s_202105897,111102C
s_202105898,112103A
s_202105899,111101C
s_202105900,113102C
s_202105901,112201A
s_202105902,112201C
s_202105903,112102A
s_202105904,111103C
s_202105905,113203A
s_202105906,112103A
s_202105907,112102A
s_202105908,112201C
s_202105909,112201A
s_202105910,113101C
s_202105911,111103A
s_202105912,111201B
s_202105913,113202A
s_202105914,111103A
s_202105915,111203C
s_202105916,112103C
s_202105917,113102C
s_202105918,111102A
s_202105919,113102A
s_202105920,113101C
s_202105921,113103A
s_202105923,111203A
s_202105924,112101B
s_202105925,112201C
s_202105926,112201C
s_202105927,111102B
s_202105928,113202A
s_202105929,113102B
s_202105930,112103A
s_202105932,112102A
s_202105933,112101C
s_202105934,111101B
s_202105935,111101A
s_202105936,111201A
s_202105937,113201B
s_202105940,112201C
s_202105941,112201A
s_202105942,111203C
s_202105944,112203A
s_202105945,111202C
s_202105946,111201C
s_202105947,112101A
s_202105949,113102C
s_202105950,113103A
s_202105951,111202A
s_202105952,112201A
s_202105954,112202C
s_202105955,113101B
s_202105956,113101C
s_202105957,113102C
s_202105958,113103C
s_202105959,113101C
s_202105960,113203C
s_202105961,111101C
s_202105962,113103C
s_202105963,111103C
s_202105964,111103A
s_202105966,113101C
s_202105967,112102C
s_202105968,111103C
s_202105969,111103C
s_202105970,112103A
s_202105971,113201C
s_202105972,113103A
s_202105973,111102A
s_202105974,111101A
s_202105975,112102B
s_202105976,111201C
s_202105977,112201A
s_202105978,113202C
s_202105980,113103A
s_202105981,111203A
s_202105982,113202B
s_202105983,112202A
s_202105984,111202C
s_202105985,111201A
s_202105986,113102A
s_202105987,113201C
s_202105988,112101B
s_202105989,113201B
s_202105990,112103C
s_202105991,112203C
s_202105992,112202C
s_202105993,111201B
s_202105994,113202A
s_202105995,111102B
s_202105996,113101A
s_202105997,112102B
s_202105998,113102C
s_202105999,112101A
s_202106000,111201B
s_202106001,113201A
s_202106002,113201A
s_202106003,112201A
s_202106004,111202B
s_202106005,113201C
s_202106006,111202C
s_202106007,113102A
s_202106008,113202C
s_202106009,111203C
s_202106010,112102B
s_202106011,113203C
s_202106012,112203C
s_202106013,113201B
s_202106014,111203C
s_202106015,113102A
s_202106016,112203A
s_202106017,113201C
s_202106018,111202A
s_202106019,111203C
s_202106020,111102C
s_202106021,112103A
s_202106023,112103C
s_202106024,111201C
s_202106025,112203C
s_202106026,113103A
s_202106027,113201B
s_202106028,112101B
s_202106029,113201C
s_202106030,111202B
s_202106031,112201C
s_202106032,111103A
s_202106033,112201B
s_202106034,113103A
s_202106035,112203A
s_202106037,113102B
s_202106038,112202C
s_202106039,111103A
s_202106042,111103C
s_202106043,111201B
s_202106044,111202A
s_202106046,111102B
s_202106047,112102B
s_202106048,112101B
s_202106049,112103C
s_202106050,112201C
s_202106051,113203C
s_202106052,113203A
s_202106053,112202A
s_202106054,113103A
s_202106055,112203C
s_202106056,112102A
s_202106057,112102B
s_202106058,113201B
s_202106059,111203C
s_202106060,111202A
s_202106061,112102A
s_202106062,113103A
s_202106063,113101B
s_202106064,112103A
s_202106065,113102B
s_202106066,111101C
s_202106067,113103A
s_202106068,113203A
s_202106069,113201A
s_202106070,111203C
s_202106071,112202A
s_202106072,112201C
s_202106073,111102B
s_202106074,112103C
s_202106075,112103A
s_202106076,111203C
s_202106077,111201A
s_202106078,112103A
s_202106079,113202B
s_202106080,112102B
s_202106081,113103C
s_202106082,111202B
s_202106083,112203C
s_202106084,113203C
s_202106085,112203C
s_202106086,113202C
s_202106087,112103A
s_202106088,112202C
s_202106090,112201B
s_202106092,113101A
s_202106093,113101C
s_202106094,112103C
s_202106095,113103C
s_202106097,112202A
s_202106098,111102B
s_202106099,112103C
s_202106100,113102C
s_202106101,113203A
s_202106102,111103C
s_202106104,112102C
s_202106105,112203A
s_202106106,111203C
s_202106107,113102A
s_202106108,112203C
s_202106109,112102B
s_202106110,111101A
s_202106111,112202B
s_202106112,111202B
s_202106113,113203A
s_202106114,113101A
s_202106115,111203C
s_202106116,111103A
s_202106117,112102A
s_202106118,112201B
s_202106119,112102C
s_202106120,111201A
s_202106121,111103A
s_202106122,113202C
s_202106123,111202A
s_202106125,112101C
s_202106126,113202B
s_202106128,111202A
s_202106129,112101A
s_202106130,113102A
s_202106131,112201B
s_202106132,113203A
s_202106133,112202A
s_202106134,111201B
s_202106135,111102B
s_202106136,112202C
s_202106137,112101C
s_202106138,113202A
s_202106139,112203C
s_202106140,111103C
s_202106141,112203C
s_202106143,111203C
s_202106144,111203A
s_202106145,112101A
s_202106146,112202C
s_202106147,113101A
s_202106148,111201B
s_202106150,112103A
s_202106151,113102C
s_202106152,111101B
s_202106153,111103C
s_202106154,111203A
s_202106155,113201C
s_202106156,112102A
s_202106157,113203C
s_202106158,111203A
s_202106159,112102C
s_202106160,111102A
s_202106161,112103C
s_202106162,112202C
s_202106163,112202A
s_202106164,111202A
s_202106165,113101A
s_202106166,112103A
s_202106167,113103A
s_202106168,111103A
s_202106169,111201C
s_202106170,113101A
s_202106171,112101A
s_202106172,112203A
s_202106173,112202A
s_202106174,112203A
s_202106175,112103A
s_202106176,111103A
s_202106178,113202C
s_202106179,113201A
s_202106180,113202C
s_202106181,111201C
s_202106182,112101C
s_202106183,113103A
s_202106184,111203A
s_202106185,111202C
s_202106186,111203C
s_202106187,113102C
s_202106188,112202B
s_202106189,111201C
s_202106190,112101B
s_202106191,111203A
s_202106192,111101A
s_202106193,111102A
s_202106194,112203A
s_202106197,111103C
s_202106198,113102C
s_202106199,112101A
s_202106200,113103A
s_202106201,112101B
s_202106202,113103A
s_202106203,113202B
s_202106204,112202A
s_202106205,113101A
s_202106206,113102A
s_202106207,113102C
s_202106208,113203C
s_202106209,111103A
s_202106210,113103A
s_202106211,111203A
s_202106212,113102A
s_202106213,111201B
s_202106214,112103C
s_202106215,112202B
s_202106217,113203C
s_202106218,112201A
s_202106219,112201B
s_202106220,111203A
s_202106221,111201C
s_202106222,113203C
s_202106223,111103A
s_202106224,111102A
s_202106225,112101C
s_202106226,111101B
s_202106227,111101A
s_202106228,113201B
s_202106229,113202A
s_202106230,113201A
s_202106231,113102C
s_202106232,111103C
s_202106233,112102B
s_202106234,112201C
s_202106235,112103C
s_202106236,111101A
s_202106237,111203A
s_202106238,113102B
s_202106240,113101B
s_202106241,112103C
s_202106242,113201A
s_202106243,111203A
s_202106244,113103A
s_202106245,112102B
s_202106246,113201C
s_202106247,112201B
s_202106248,111102B
s_202106250,112102B
s_202106251,113103A
s_202106252,111203A
s_202106253,113201A
s_202106254,113203A
s_202106255,111203C
s_202106256,113201B
s_202106257,112102A
s_202106258,113101C
s_202106259,113103A
s_202106260,113101A
s_202106261,113203C
s_202106262,111203A
s_202106263,111201C
s_202106264,113203C
s_202106265,111101B
s_202106266,111202C
s_202106267,113201C
s_202106268,111103A
s_202106269,113101C
s_202106270,113201B
s_202106272,112103C
s_202106273,113201C
s_202106274,113102A
s_202106275,113203A
s_202106276,113202A
s_202106277,112102A
s_202106278,113103C
s_202106279,111202B
s_202106280,112103A
s_202106281,113101A
s_202106283,113102B
s_202106284,112203A
s_202106285,112203C
s_202106286,111103A
s_202106287,113203C
s_202106288,111203C
s_202106289,112202A
s_202106291,113201A
s_202106292,113201C
s_202106293,111101C
s_202106294,112103C
s_202106295,112101A
s_202106296,111102C
s_202106297,113101C
s_202106298,112101B
s_202106299,111103C
s_202106300,111103A
s_202106301,111103A
s_202106303,113202B
s_202106304,113201C
s_202106306,111101A
s_202106307,113203C
s_202106308,111203A
s_202106309,111103C
s_202106310,111203C
s_202106311,111201B
s_202106312,111201B
s_202106313,111101C
s_202106314,112201C
s_202106315,112201B
s_202106316,113102B
s_202106317,113102C
s_202106318,113203C
s_202106319,112203C
s_202106320,111201B
s_202106321,113201C
s_202106322,113202C
s_202106323,113202B
s_202106324,111103A
s_202106326,111203C
s_202106328,112203C
s_202106329,113103A
s_202106330,113203A
s_202106331,111203C
s_202106332,111102B
s_202106333,111103C
s_202106334,113102C
s_202106335,112102B
s_202106336,111203A
s_202106337,112201C
s_202106338,112201C
s_202106339,111103A
s_202106340,112201C
s_202106342,111202A
s_202106344,112102B
s_202106345,112103C
s_202106348,112202C
s_202106349,112203C
s_202106350,111201C
s_202106352,113202B
s_202106354,112103A
s_202106355,111201A
s_202106356,113101A
s_202106357,112203C
s_202106358,111203A
s_202106359,111203C
s_202106360,113102B
s_202106362,111201B
s_202106363,112203C
s_202106365,113202A
s_202106366,111202C
s_202106367,111201A
s_202106368,112101C
s_202106369,113201A
s_202106370,112101B
s_202106371,111101A
s_202106372,111201C
s_202106373,111102A
s_202106374,111203C
s_202106375,112203C
s_202106376,112101A
s_202106377,113203C
s_202106378,112203A
s_202106379,113101C
s_202106380,112202C
s_202106381,111203A
s_202106382,111103C
s_202106383,111202C
s_202106384,111103C
s_202106385,113103A
s_202106386,112203A
s_202106387,113203C
s_202106388,113202A
s_202106389,111101C
s_202106390,113201A
s_202106391,111201A
s_202106392,111101C
s_202106393,112202C
s_202106394,112203A
s_202106395,113203C
s_202106396,111102C
s_202106397,111103C
s_202106398,111102A
s_202106399,112102A
s_202106400,113102C
s_202106401,112201B
s_202106402,111102C
s_202106403,112101B
s_202106404,112201B
s_202106405,113102B
s_202106406,112101C
s_202106408,112103A
s_202106409,113202A
s_202106410,112201C
s_202106411,113201C
s_202106412,113101B
s_202106413,111202B
s_202106414,113202C
s_202106415,112103A
s_202106416,113201B
s_202106417,113203C
s_202106418,111203C
s_202106419,111102B
s_202106420,111201B
s_202106421,112102C
s_202106422,112202B
s_202106423,112103C
s_202106424,113202C
s_202106425,111101A
s_202106426,111103C
s_202106427,111201C
s_202106428,113201C
s_202106429,113102A
s_202106430,113102B
s_202106431,112201A
s_202106432,112202B
s_202106433,113103A
s_202106434,113102C
s_202106435,113102C
s_202106436,113101B
s_202106437,111102B
s_202106438,111101A
s_202106439,113102C
s_202106441,111103C
s_202106442,111203C
s_202106443,113102A
s_202106444,113102B
s_202106445,113102B
s_202106446,112102B
s_202106447,111102C
s_202106448,113203A
s_202106449,111102A
s_202106450,112102B
s_202106451,111201A
s_202106452,113203C
s_202106453,111201C
s_202106454,112101C
s_202106455,113202C
s_202106456,111202C
s_202106457,113102B
s_202106458,112202A
s_202106459,113201C
s_202106460,113103C
s_202106461,111101C
s_202106462,111202C
s_202106463,113202A
s_202106464,112202A
s_202106465,113202A
s_202106466,113103C
s_202106467,113202A
s_202106468,113203A
s_202106469,112103A
s_202106470,113102C
s_202106471,113202C
s_202106472,112103A
s_202106473,113203C
s_202106474,113201B
s_202106475,113103C
s_202106476,113201B
s_202106477,111102C
s_202106478,113101A
s_202106479,113201A
s_202106482,113103A
s_202106483,112203C
s_202106484,112201C
s_202106485,113101C
s_202106486,113101C
s_202106487,111202C
s_202106488,113103A
s_202106489,112202B
s_202106490,111101C
s_202106491,112103A
s_202106492,113202C
s_202106493,112202A
s_202106494,112101A
s_202106495,111202A
s_202106496,111203C
s_202106497,111202C
s_202106498,111202B
s_202106499,113102B
s_202106500,113102A
s_202106501,112201A
s_202106502,112102A
s_202106503,111103C
s_202106504,113101A
s_202106505,113201A
s_202106506,113102C
s_202106507,113102A
s_202106508,113203C
s_202106509,111101B
s_202106510,112103C
s_202106511,111102C
s_202106512,111102C
s_202106513,111202B
s_202106514,111201B
s_202106515,111203A
s_202106516,111102C
s_202106517,111201C
s_202106518,112203C
s_202106519,112202C
s_202106520,111101B
s_202106522,111101C
s_202106523,112203A
s_202106524,113203A
s_202106525,113203C
s_202106526,113101B
s_202106527,113101C
s_202106528,113203A
s_202106529,112202A
s_202106530,112102A
s_202106531,112203A
s_202106532,112201C
s_202106533,113201A
s_202106534,113203C
s_202106535,111202B
s_202106536,111203C
s_202106538,111202B
s_202106539,113203A
s_202106540,113101B
s_202106541,111103A
s_202106542,111102A
s_202106543,113201B
s_202106544,111103A
s_202106545,113203A
s_202106546,111101C
s_202106547,113201A
s_202106548,112202B
s_202106549,113202A
s_202106550,111202B
s_202106551,112103C
s_202106553,111102B
s_202106554,112203A
s_202106555,111202B
s_202106556,113203A
s_202106557,113101B
s_202106558,112102C
s_202106559,111202B
s_202106561,112202A
s_202106562,113201C
s_202106563,113202C
s_202106564,112101B
s_202106565,111202A
s_202106566,111201B
s_202106567,113101A
s_202106568,113201A
s_202106569,111102C
s_202106570,112102A
s_202106571,111102A
s_202106572,112201C
s_202106573,112103C
s_202106574,112101A
s_202106575,111103A
s_202106576,112102C
s_202106577,113102A
s_202106578,112201C
s_202106580,112102A
s_202106581,113101A
s_202106582,112102B
s_202106583,113102A
s_202106585,112103C
s_202106586,113102C
s_202106588,111202C
s_202106589,111202C
s_202106591,111101C
s_202106592,111102B
s_202106593,112103A
s_202106594,112201B
s_202106595,112103A
s_202106596,111102A
s_202106597,112203A
s_202106598,111101A
s_202106599,112101A
s_202106601,112101A
s_202106602,113201A
s_202106603,113103C
s_202106604,113201A
s_202106605,112101B
s_202106606,112101A
s_202106607,113102C
s_202106608,113101C
s_202106609,112101B
s_202106610,113203A
s_202106611,111203A
s_202106612,111202A
s_202106613,113201B
s_202106614,111102C
s_202106615,113203A
s_202106616,111101C
s_202106617,111203C
s_202106618,111203A
s_202106619,113103A
s_202106620,111202C
s_202106621,111201B
s_202106624,111101B
s_202106625,113102B
s_202106626,111101A
s_202106627,111103A
s_202106628,111202A
s_202106630,111201A
s_202106631,113101C
s_202106633,112202A
s_202106634,112203C
s_202106635,113202C
s_202106636,113102C
s_202106637,112101A
s_202106638,112103A
s_202106639,111102A
s_202106640,112202A
s_202106641,112103A
s_202106642,113201C
s_202106644,111102B
s_202106645,111201A
s_202106646,111103A
s_202106647,113103A
s_202106648,111202B
s_202106649,111202A
s_202106650,113201B
s_202106651,111202A
s_202106652,111201B
s_202106653,112102A
s_202106655,112103C
s_202106656,112203A
s_202106657,113203A
s_202106658,111203A
s_202106660,113201B
s_202106661,112201B
s_202106662,113101B
s_202106663,111201B
s_202106665,112103A
s_202106666,112201C
s_202106667,111101B
s_202106668,113202C
s_202106669,112101B
s_202106670,112102A
s_202106672,112202A
